RecordID,Date,Country,TemperatureAnomaly_C,CO2Level_ppm,ExtremeWeatherEvent, EconomicImpact_USD ,PopulationAffected
496214eb-b2dd-490d-b362-68349d9e211e,2/5/2000,Australia,-0.41,398.64,Drought," 1,180,382.42 ",1883308
df390759-84d3-402f-a971-1f48908b294c,2/3/2007,Brazil,0.29,356.62,Flood," 8,009,400.24 ",389193
99082257-814d-4f76-9cd8-37538f76114b,11/11/2013,USA,-1.93,416.33,None," 8,232,861.22 ",3210114
6be07d5c-b3a2-4dc2-b492-7b3d73c2f821,2/3/2001,France,-1.21,351.92,Heatwave," 5,104,057.06 ",2027005
9a58a6b4-0721-44c8-b155-08cad94be810,12/12/2022,Germany,1.15,352.83,Hurricane," 5,499,684.58 ",3850441
eda970f5-7d0c-4930-adc9-3dd8667036a9,1/15/2016,Brazil,-1.6,382.06,Hurricane," 1,979,776.89 ",349989
8b732959-e2af-4743-a527-6598bff6b69f,9/30/2006,India,-0.19,387.23,Hurricane," 7,549,760.92 ",1826436
9c159a0c-376a-454a-a861-9a8f003df89f,5/28/2008,USA,-1.06,417.35,Tornado," 9,265,889.47 ",1653155
f1737e84-a0e1-457d-969c-39c386a9730c,7/15/2010,Russia,1.84,392.17,Tornado," 9,054,834.99 ",4000334
7e53e24f-b3a8-4d92-a724-8f1edbb0a5f4,10/21/2005,Canada,0.37,391.8,Drought," 5,582,869.81 ",4189517
4f9b2fd3-b772-47ff-80f8-5698a15292d5,5/21/2007,Canada,-1.67,412.85,None," 124,698.96 ",1782511
7c12fe6d-4e0b-4e19-aefb-9575d4ca2dcc,3/20/2000,Canada,-1.62,404.28,None," 5,671,820.31 ",2480296
adf0ab85-1d58-4260-bd43-0885da977902,6/7/2023,China,-0.37,359.49,Flood," 8,868,190.12 ",1252293
2f445667-088d-4868-8bdc-c8d92a37e127,9/23/2020,USA,1.8,385.82,Drought," 2,143,739.70 ",194956
34b51142-595d-45f7-977e-859bed3ce766,3/25/2013,Canada,-0.25,361.95,Wildfire," 5,320,862.91 ",1309593
3a95452e-a5ad-4d9c-95cc-721024ee8506,8/10/2014,Canada,-0.13,385.31,Heatwave," 6,313,043.61 ",4711545
5a17afb1-59d1-4ca3-a7d2-c9527531c094,9/27/2006,Russia,1.5,415.51,None," 8,210,264.99 ",306738
278c47c7-6e41-48a5-ba84-693ceb4c0b45,9/20/2016,Russia,0.67,399.27,Flood," 6,268,284.94 ",2491738
032d2029-60ff-4ad6-9213-0c41e89eb6d9,5/28/2007,USA,-0.62,394.4,Heatwave," 4,580,719.02 ",2828514
8330d9cd-84ed-41e6-9a45-77357b04b935,2/12/2005,Japan,-1.76,383.78,Tornado," 6,920,306.00 ",787250
82a3133e-4354-4080-ab37-c1b2e45f1ae7,8/25/2007,France,0.64,407.41,Drought," 4,766,367.68 ",659026
19083b30-f4be-4357-ab60-01e8b2f807df,8/15/2023,India,1.03,418.17,Hurricane," 7,400,470.98 ",2822802
a74269a4-9e3b-44a2-9a17-89e720df4fcb,7/31/2016,France,-1.79,384.24,None," 4,039,663.64 ",2128485
0f646f1d-1405-4d55-8a03-77e4845add7a,10/16/2022,Russia,0.2,409.08,Heatwave," 443,568.87 ",58548
aa979bf7-ff2d-4b6b-9f6c-982ace88cfd7,3/31/2014,Australia,-0.06,384.38,Hurricane," 1,739,964.57 ",1911249
1b2c1e68-0c01-42eb-9acb-84c4be6a4f3d,9/25/2011,Russia,-0.28,383.58,None," 3,765,394.01 ",1183627
fe72badd-fb7a-4df8-b976-86ea534869bc,3/19/2011,Germany,0.03,412.25,Wildfire," 3,093,376.49 ",2935962
1978b490-1eaf-4cf9-a94d-748aa615a725,1/21/2002,Germany,-1.79,384.37,Heatwave," 334,454.98 ",1385342
ca669090-5313-4f48-ad95-a32015d63f3a,6/12/2003,USA,-1.07,381.35,None," 9,484,247.04 ",3698597
313193c2-61ee-4d38-bff6-628830c8e9c0,12/2/2010,Japan,1.01,358.31,Drought," 2,052,703.35 ",1290266
3b7d489a-ef3e-4668-b32f-7311a9828517,11/18/2015,Australia,-0.46,387.83,Hurricane," 2,926,318.38 ",2424658
9b2cc427-82d0-47ec-a079-46696b1b353c,2/15/2000,Brazil,0.11,381.47,None," 1,240,899.80 ",1088832
8bbd66da-eeda-42a3-b909-42df50dc897c,2/8/2005,Australia,-0.05,398.01,None," 4,577,284.78 ",1767977
ec73fcf8-4ae7-49f2-8e22-623a528573be,1/21/2010,Japan,1.84,364.82,Tornado," 7,852,900.19 ",501058
f4a76e5b-4e16-467e-bf01-a7ee667c2e0e,5/7/2019,Germany,-1.1,355.89,Hurricane," 2,240,645.25 ",1077585
fd96b153-1114-4713-a81b-bc3c01caf7ba,6/9/2014,Brazil,1.17,413.16,Flood," 2,537,127.00 ",4632988
c8e3118b-d099-41a5-bb55-15b4ea94e59a,5/13/2015,France,-1.67,395.87,Hurricane," 9,090,859.44 ",4072563
37ff5031-37ad-4a25-82a6-3e45d72064bb,2/17/2018,Japan,1.03,411.93,Tornado," 9,388,292.02 ",2118062
fc552baf-073a-4d6c-9aa9-ca7a1db5ca0c,8/11/2003,France,-0.66,406.5,Tornado," 565,768.34 ",1953325
61e9ca91-9b34-446c-9672-51ba046bc3a3,6/23/2023,Canada,-0.48,385.44,None," 5,859,226.18 ",986436
f0e7c543-a32f-4eb6-ac88-617f60612357,8/13/2003,USA,-0.64,377.58,Wildfire," 2,554,209.15 ",4756372
f7cdfcc7-92e0-4757-a2e9-a912d4e9519e,10/11/2015,Russia,1.79,397.71,Hurricane," 8,213,650.70 ",3696186
d18d5c66-21fc-4dcb-aae6-77282bc1e97a,3/23/2023,China,1,367.27,Drought," 304,440.84 ",2928619
5b892a85-7d2b-464d-982f-e0c1592c7862,10/4/2013,USA,1.56,376.4,Drought," 9,387,573.11 ",731729
c4e5dcfc-58ee-4862-a3d3-4d1ea9daf356,12/6/2003,Japan,-0.99,389.24,None," 6,750,006.03 ",2072745
9d796229-7b46-4584-a605-a946ac09ab0c,2/22/2001,Russia,1.33,397.82,Flood," 8,325,578.94 ",57119
6a64db50-9d05-4668-b0b6-00a087b1e4b8,8/3/2019,France,-0.76,417.75,Drought," 5,553,001.94 ",3442036
db3ef3b4-e8d6-4957-90a9-47e138377f5b,11/18/2017,Brazil,1.3,382.75,Hurricane," 7,239,741.42 ",1060295
a8d58bb5-6d96-461f-904a-b09d6d0b59d8,1/12/2001,Brazil,-0.93,358.76,Hurricane," 3,497,940.45 ",2155238
448d33b6-141a-4ac5-86aa-ba4d1e95fe72,8/22/2012,China,0.67,404.03,Flood," 5,426,838.52 ",2941399
4b1cd0f8-fd5d-4f83-b0dd-442528e3adfe,4/5/2005,France,-1.02,353.86,Wildfire," 7,710,562.60 ",2899965
bb413be7-bd05-4250-be32-0d95862cddeb,3/16/2011,Brazil,-0.77,366.62,Hurricane," 8,437,031.43 ",4727649
0a02c27e-0ae6-4376-abeb-4d124306c8ca,10/9/2015,China,0.66,368.73,Flood," 8,703,776.81 ",1353962
ef274ffc-418f-4a67-8fd4-6c91d980a38f,6/22/2002,Japan,-0.37,393.11,Flood," 8,391,896.40 ",1256415
bb60e8d9-537b-40a8-9da7-45d093fd21ce,6/5/2021,Brazil,-0.08,386.99,Flood," 6,717,703.78 ",1822583
030a0872-a86d-4857-abc6-199e7c4925c8,7/30/2023,USA,-1.86,419.56,Heatwave," 6,455,255.69 ",699949
e0aabfd5-c51a-4800-b100-50b4f745d9ba,1/30/2015,India,-1.03,371,Drought," 4,517,077.90 ",3396263
7530f0bb-5fc0-4105-8980-0ded79c4b915,5/3/2008,Germany,1.05,361.38,Tornado," 9,868,436.38 ",1600085
cad7b04d-5c73-4bf5-92c3-30a5fe1be245,4/11/2014,Germany,1.71,417.66,Tornado," 3,228,323.90 ",4760842
a4db7bfb-2fa8-444a-ab3d-6dcd1c80c2e0,8/1/2000,Japan,0.97,361.25,None," 7,342,340.93 ",4531066
bc5d1556-092a-4a1a-996d-277c7cb04c6c,3/2/2007,India,-1.03,355.08,Drought," 4,032,842.98 ",2267804
3a648c23-e121-4e14-a7ee-a336bd3b4ba1,6/25/2016,India,1.61,354.74,Wildfire," 8,691,593.28 ",2644961
f276aba5-9c02-4e6f-855d-5d23dbddb92f,8/17/2009,France,-0.11,356.37,None," 9,088,529.68 ",1745600
bbf7da46-4cc0-45df-8498-06ccecbda19f,3/26/2018,Brazil,-0.16,367.1,Tornado," 6,395,542.85 ",3586603
f21114cd-5318-4444-ae15-236ba164689c,5/8/2000,Brazil,1.97,386.64,Hurricane," 8,153,760.60 ",3819114
6329bc3d-f200-4528-b940-254de4d3daca,8/25/2021,China,0.89,392.62,Heatwave," 8,908,468.19 ",1229943
6b3ecb3f-7333-4457-a3c3-b9b028360de8,8/10/2015,Australia,-1.03,357.42,None," 2,003,376.36 ",1860403
74b41782-ecce-444d-89e1-ef9df5e29af3,11/20/2008,Russia,1.42,409.41,Heatwave," 6,819,612.73 ",2645793
cf632b96-b889-4792-935f-4185b5f01f71,8/8/2019,Germany,-1.34,382.68,Wildfire," 7,228,945.13 ",4526914
0d395df0-f52b-4add-8bc6-fad416990d4c,9/9/2001,Japan,-1.51,413.93,Heatwave," 2,130,336.18 ",4030335
ad2a7576-f4ac-403d-85fe-015cd6a4efc1,3/14/2023,USA,0.12,375.05,Tornado," 1,197,422.74 ",822557
bdd3e6a2-4509-44fe-be96-4b97bfd9db55,11/10/2008,Russia,-1.85,364.01,Flood," 3,476,917.63 ",2990232
f4deab62-48f0-47f5-99c3-41168c2a6554,2/20/2007,Russia,1.77,379.55,None," 9,055,654.72 ",3908823
2f250876-ec56-4c9e-b3d8-7efe77ce7c53,1/22/2012,France,0.12,388.68,Wildfire," 8,303,147.84 ",785530
c0eff80d-b40f-411c-be4b-a0ec0cd631c3,9/20/2013,Australia,1,351,Heatwave," 3,967,925.17 ",3031882
1ae9ea13-17da-4d95-bdad-c9663f5a1492,5/25/2000,China,-0.39,350.88,Heatwave," 4,224,465.77 ",4410996
07d0f6eb-0745-4c6a-a59e-1a03ae6d420f,9/16/2007,India,-1.52,404.32,None," 1,040,184.64 ",2248469
bc1bcccc-ab0c-4bbf-b383-cebfd92c0769,11/15/2019,Russia,-1.88,412.56,None," 6,678,292.60 ",413628
6d8471f1-3f06-4b6d-a898-a94da29c484d,10/5/2015,Germany,0.51,365.68,Flood," 5,144,395.29 ",1085788
d9e6d80e-15a3-45c0-8edf-51a14c107e4c,2/26/2023,USA,-1.59,377.85,Flood," 8,233,747.01 ",3189494
47b63203-2ba8-4d33-9a74-737690b447b4,6/8/2005,Brazil,0.93,399.08,Wildfire," 5,145,464.59 ",2671402
6f40cb03-9686-4b55-ae45-4e846a09ec85,4/2/2018,India,-0.14,397.37,Heatwave," 938,424.42 ",2841942
5fd1a6e5-ef7e-4cbf-8c4a-059f75700fa8,11/7/2013,Australia,-0.36,361.76,Flood," 6,175,019.95 ",3243338
04f36a0d-1565-4f14-b0c2-219a6e01e536,9/1/2018,Canada,1.07,370.56,Flood," 4,096,165.85 ",2478922
8e1e834a-3a86-43c1-bc5c-06acbaa0141a,12/3/2008,China,1.77,353.34,Hurricane," 299,559.27 ",2750440
0bd5c57a-6807-4650-9928-6f18e589e602,4/16/2016,Russia,-1.63,365.65,Heatwave," 2,678,706.96 ",875690
6ff679d9-9d9a-4aa8-91b9-20935162a544,6/8/2002,Australia,1.97,397.37,Hurricane," 1,196,710.43 ",4776076
a020c745-8fb0-4165-bee3-d42d16510464,5/17/2001,USA,0.85,354.53,Drought," 9,413,890.45 ",3862648
6cdc53d9-5cc5-48e6-9b54-3f91d5636057,12/3/2022,Russia,0.15,374.91,Tornado," 3,927,731.75 ",3294317
5d2ed01a-b65b-432f-ad24-82f39a673285,4/26/2008,Australia,-1.83,405.67,Wildfire," 7,739,591.67 ",129503
e57d9df6-751c-4d61-b200-ae321c30f227,7/1/2022,France,0.27,380.17,Flood," 1,933,640.16 ",1845034
79cf54ff-a201-4345-a16e-5491ad8d206d,5/4/2018,Canada,-1.74,369.27,Tornado," 7,765,129.05 ",1548151
223e59a1-c218-4a13-b87b-5b6d34da74f9,8/3/2008,India,-1.7,388.47,None," 2,046,297.15 ",1001405
9c658d65-bd52-4cdf-a4f2-2f46e5bfb32d,7/15/2008,USA,-1.9,355.48,None," 1,998,784.59 ",4010763
24d1fa28-0bf5-4f8c-b27f-43d04213450a,6/30/2009,Germany,0.45,382.86,None," 4,832,753.06 ",3986708
b6a54a31-36c8-4a41-9a2f-61c02f41569a,3/25/2001,Brazil,-1.09,361.69,Wildfire," 2,535,119.35 ",3649012
413d3fff-c706-4f66-99ff-dc316ad74754,7/15/2010,USA,1.61,364.35,Drought," 3,426,795.20 ",3389974
38c3780c-43dc-42b1-9621-6eb2bbd37149,2/4/2019,China,-1.75,353.07,Tornado," 2,536,091.12 ",1288451
4d1e2f98-edcc-4bd0-b813-0626f97ea317,2/6/2009,Australia,0.05,361.34,Hurricane," 4,432,869.67 ",2653285
a06735a5-5aa2-4125-9cb4-ddc6e318a44e,11/23/2000,Brazil,1.03,387.29,Hurricane," 8,513,524.71 ",1177616
38a37e25-5866-4711-9157-65d576efc69b,12/11/2001,India,1.44,376.4,Tornado," 5,257,176.39 ",1132088
fa0582a9-33cd-4c8d-ad43-89cb3e3aae4b,6/16/2001,Russia,0.22,374.7,Hurricane," 2,142,222.75 ",3520197
5192b0f6-eb05-481e-9217-cdada42b17c4,11/25/2009,India,-0.3,365.7,Wildfire," 8,104,427.22 ",4256943
1b426125-edf2-44b7-a20a-bec776f1680f,2/12/2017,Australia,-1.54,352.91,None," 6,493,836.46 ",2978808
2ff93c8f-0999-41d4-bc25-ccbc394eb4f2,2/11/2012,Russia,-0.29,358.27,Drought," 9,983,095.83 ",3917408
e1a23b52-1f59-4dbb-9799-9817e768fa49,2/28/2008,Canada,-1.08,385.03,Drought," 7,694,343.89 ",2763322
cc6d374d-d5e1-4d48-b0ad-88c86f803b96,6/1/2018,Russia,-0.04,390.48,Flood," 4,637,526.65 ",3110081
ce130c52-d9b1-4626-a3c6-01aaa9fa4b5a,9/24/2019,Russia,-1.28,403.1,None," 7,781,683.37 ",2233793
569906da-ce25-4441-a2a1-9239ea206ef0,7/11/2019,France,1.03,390.19,Wildfire," 9,044,046.05 ",750711
db4b7001-9e72-4c42-9148-1eb3ea33d1d5,8/8/2006,Canada,-1.47,410.12,Heatwave," 5,106,931.94 ",4910889
fb271b61-29f2-4fae-bba1-2690223b255e,4/27/2023,Australia,0.71,392.11,Drought," 6,816,312.41 ",2415062
80428b1e-5242-4ac3-8605-b8286e6bce36,4/14/2018,Canada,-1.4,364.09,Hurricane," 3,758,403.19 ",4567456
a791acde-91a3-41a3-88c7-3f3f8e6ecb5d,5/28/2006,Japan,0.18,353.3,None," 3,900,456.65 ",4974830
5e8e94b9-fd32-42fc-aca3-a7363dc8a837,11/4/2004,Germany,0.26,411.6,Flood," 8,823,527.14 ",639356
62588fba-8868-495f-9620-c331a6c16476,4/7/2008,Germany,-0.1,363.38,Wildfire," 4,925,269.79 ",2675647
197fa66b-436f-4d08-86b5-10c6d5cca783,10/28/2021,India,-1.64,383.96,Wildfire," 7,337,972.12 ",4781561
40d7f7f9-8fe1-4919-a815-2ec2a114498e,1/2/2018,Russia,-0.21,410,Hurricane," 2,382,386.66 ",4459403
45075247-d8b2-4c7a-a52c-6081fe5a9f68,4/16/2014,Brazil,-1.71,397.23,Tornado," 605,942.76 ",2554675
d0c43bf5-f214-4e43-b28f-551a05162277,10/11/2002,Russia,-0.3,365.86,Flood," 9,539,047.90 ",144142
6ca70af8-80c0-4cf6-a806-2a8dbd690adf,2/12/2019,Canada,-1.59,357.63,Flood," 2,862,033.67 ",3442204
a9c22a01-4add-4797-9797-051214b3f886,8/11/2001,USA,0.36,403.24,Hurricane," 4,909,817.61 ",773393
711c185e-ad78-4538-8f17-4b1968f74fb7,2/2/2000,China,-1.56,416.68,Hurricane," 6,831,028.63 ",2146066
4ed8d033-acc2-4f5d-8795-f5aa395cfdab,1/17/2013,USA,-1.07,369.39,Hurricane," 1,760,690.01 ",2836997
ac161493-a6fb-4a3e-b531-72e19d8ccd75,11/2/2019,Germany,-0.9,365.82,None," 1,400,387.66 ",3143018
89135db5-8d7d-41d8-9081-549a4d8bda99,7/8/2021,USA,-1.01,353.16,Heatwave," 6,311,402.68 ",4435923
4fee61a6-8522-4b98-add0-f19f37c04a86,5/21/2013,India,1.73,392.72,Heatwave," 7,072,211.64 ",276689
b65369df-0825-4d5f-bcfb-9dfbd264fc78,2/6/2009,Brazil,0.51,368.86,Hurricane," 570,148.28 ",1827173
288cdead-61e3-4f42-9ed5-b0813472cd19,9/25/2001,Canada,1.45,358.28,Flood," 5,699,225.27 ",128549
f8db39bc-1822-4d71-90ca-6373db1ef8d4,6/13/2019,USA,0.7,416.51,Flood," 3,637,605.30 ",3884273
9de53366-88ed-4a71-b52b-71e9482bec26,12/29/2012,Canada,-1.44,376.19,Flood," 5,034,681.54 ",531724
831ec73f-5228-44e7-aa76-92d46e89ff37,10/17/2014,Brazil,0.36,396.06,Hurricane," 3,483,863.77 ",4783361
272525e7-cd98-4793-b660-df23b42d7b95,2/19/2004,Japan,-0.88,400.04,Flood," 249,877.23 ",4594528
14f9c679-89fc-49de-aecd-c8873791d5f1,8/13/2013,USA,-1.72,404.53,Hurricane," 7,820,720.30 ",4653632
a94307d3-1fd2-45bf-9c60-7c805b4c85c2,4/24/2023,USA,1.66,390.37,Drought," 6,095,679.24 ",490853
0637407b-c128-4831-a00b-c2c0980c4d9e,2/8/2008,Canada,0.04,366.88,None," 2,721,477.63 ",4055521
8a75df6f-99d5-40c4-87c4-14bbd5eddb06,6/17/2007,USA,1.8,398.37,Flood," 9,625,688.45 ",3714147
7bf7a86a-cb0a-4467-a28f-8eed66a514c2,12/12/2005,France,0.31,415.1,Flood," 7,970,073.49 ",1387616
020edf0c-faa1-4b03-a778-56efab35c8f0,7/1/2001,India,0.07,350.71,None," 869,240.35 ",4555477
657a13d1-fffa-4b7b-adf2-4220dab3b107,4/22/2004,France,-0.21,384.51,Tornado," 2,589,595.60 ",1193412
40e043ba-8c18-4cbe-8741-0d99a3d4f074,11/16/2006,Germany,-1.65,412.54,Flood," 1,560,909.15 ",766112
efc4ce9f-a2bc-4b79-a34b-048435c891e7,11/22/2017,India,1.37,412.61,Tornado," 979,912.16 ",2063144
eaa4550b-f537-4c15-b05b-78dda1ba55b2,10/29/2016,Russia,-0.17,415.73,Drought," 1,336,457.48 ",706394
18bc68e1-e707-4bff-a3d8-0180fd9ced90,12/19/2006,Japan,-0.91,373.38,Drought," 356,579.54 ",2224200
abbdc9ef-e5c6-401d-9329-6b28b094384b,4/27/2014,Germany,0.56,351.1,Wildfire," 4,388,947.34 ",4875697
97d98f03-9efe-4428-bee9-0caa6a1efe6b,10/26/2010,Japan,0.65,356.62,Heatwave," 2,081,157.89 ",1633688
3d379c71-d6b9-4104-8bfe-70908fe6a191,6/16/2021,Japan,-1.06,377.32,Wildfire," 271,041.79 ",828072
8c3b6f25-4d1e-4585-bda2-2166745a1c23,9/12/2002,France,1.39,409.29,Heatwave," 3,817,127.58 ",116863
ac57df8f-253b-4ded-8ddb-70ed09beeea9,11/23/2009,Russia,-0.15,364.38,Drought," 8,165,373.38 ",4598962
084669fc-639d-4050-a6da-07acd5fb3ca9,12/31/2020,USA,-0.25,358.01,Tornado," 9,784,492.23 ",2743001
64a702db-e1ac-4cf8-ae07-841799162ced,6/19/2001,Germany,1.76,351.32,Wildfire," 3,589,578.52 ",3401526
2fd1c73a-c3c0-4477-90a0-a3818f040865,8/31/2009,France,1.68,369.22,Hurricane," 3,575,625.10 ",2592644
fe7fa53a-eadb-4575-af6f-4d03eace278d,4/9/2015,USA,-0.04,391.67,None," 9,784,085.04 ",2890405
86b4e6b8-d47c-4816-8144-4aafdb3f1ef2,10/30/2014,Russia,-1.05,397.3,None," 7,888,963.89 ",196420
53dfded1-b800-4aa0-add9-336d62082710,5/7/2019,Australia,1.56,371.61,Heatwave," 3,223,043.82 ",1260408
0d540af6-141c-46de-a796-559437dc4600,1/12/2005,Canada,0.61,407.34,Heatwave," 4,252,890.76 ",2719861
59dc60ca-04d7-4c2d-9522-9b446a2a69c6,11/5/2015,Japan,1.51,358.67,Flood," 9,013,835.95 ",812402
28f6db63-7aad-49c7-abb8-0b3ef4a4d4b4,3/27/2007,Japan,1.72,393.3,Heatwave," 5,458,951.49 ",4860476
b474b013-095a-4fd0-a5fb-bc3b43754b9e,4/28/2003,Australia,0.44,385.32,Tornado," 498,633.98 ",569936
b5c9a0dd-4803-4c2b-a1f7-4398d7369e24,3/23/2006,Canada,0.3,380.78,Flood," 1,091,734.07 ",1884970
53a69efb-9a4b-48d2-9714-e70f63452bfc,2/20/2022,France,-1.02,414.47,Drought," 2,902,383.75 ",1133435
0df6164f-7891-4409-9e52-9adf6852c697,11/3/2020,USA,-1.18,404.49,Tornado," 2,331,456.53 ",3776052
8471f6be-03c5-42c6-90c4-253383b1488c,7/31/2002,Brazil,-0.81,412.2,Flood," 1,225,014.27 ",4347721
2198f058-05b8-46d6-8b84-d778d723c758,4/10/2001,Australia,-0.19,369.12,Hurricane," 4,164,277.10 ",3474299
12583028-295d-40c5-af45-0ee0b0479830,1/26/2008,India,-0.89,357.66,Drought," 3,986,013.58 ",2927057
26dc5043-6d0e-41f9-9e55-7574361ccea7,2/18/2009,Russia,0.6,417.86,None," 7,027,985.01 ",4242075
7110aa1d-996e-4f0a-aac5-09c5a676e5a7,4/19/2003,China,1.54,408.34,Wildfire," 4,355,567.87 ",809310
fe36f6eb-b119-49cf-aaa6-51ef69550a67,4/21/2016,Germany,-1.87,408.11,Tornado," 1,252,136.84 ",4277627
9b44c827-8819-4a13-8ea6-693f461ede5a,6/30/2012,India,0.02,419.68,Wildfire," 9,962,440.93 ",1361630
f0b749be-6529-4b31-8e24-af88c096ba6f,9/10/2020,Brazil,1.47,379.75,Flood," 2,125,034.64 ",4603817
9c74c60c-f8c3-4d18-868f-d18d665a500f,7/22/2004,Brazil,1.59,371.31,Hurricane," 5,415,958.78 ",3316374
dd96c4b4-4d8f-478e-a2b4-24cd28222a7d,2/15/2005,India,0.29,386.8,Drought," 1,323,830.85 ",1578719
075209c8-60f7-4f5d-95cb-718c198eabab,1/11/2003,Germany,-0.56,415.6,Hurricane," 7,552,897.14 ",594035
ffcf2373-2044-4cf6-b0d8-614e259579dd,7/26/2022,USA,-0.62,353.61,None," 1,805,934.70 ",3694315
15c2de71-7995-42f2-90c4-420a9b626491,12/10/2019,Russia,0.8,358.84,Wildfire," 5,286,470.90 ",1031022
7716c544-2b76-4463-8ee2-d593651128e5,9/24/2005,China,1.89,401.4,None," 2,924,835.41 ",1097310
68fad243-2e7e-489b-94e0-ef994a8c9ac8,4/13/2020,Russia,-0.71,392.4,Wildfire," 3,883,518.09 ",3348176
024a4581-6f94-4336-a047-29bd48729aef,7/19/2008,Brazil,-0.13,410.81,Drought," 3,443,865.45 ",1896841
c235bbf9-be9f-48a6-91a3-7f3d19217727,11/20/2015,Brazil,-0.72,411.41,Wildfire," 3,599,088.86 ",1125330
b9c2baba-54b7-4947-89c4-ec819a61143c,9/8/2018,France,-0.95,360.58,Wildfire," 2,900,547.07 ",123874
2fe7a295-27d6-485b-8e60-0396540d1afe,7/7/2023,Russia,1.18,354.35,Tornado," 3,788,867.58 ",2569576
70d03915-98b1-4593-b0ca-38abda817ab5,7/13/2003,Australia,0.32,380.96,Tornado," 2,929,657.13 ",912275
fc371f4c-ac70-4535-ae05-f933b59e542f,9/12/2013,USA,0.21,363.24,Drought," 8,424,869.92 ",3943112
9374036c-8c6f-43a6-aaf1-fd3631a4bf19,4/2/2007,Japan,1.04,370.78,Flood," 8,268,358.18 ",2188682
97dd1c5c-7bb6-4241-9323-47febb631731,2/6/2021,France,-1.7,413.71,Heatwave," 998,912.26 ",4141383
313ecc25-5507-408b-ace1-b8c4802c725d,5/19/2017,USA,-0.3,366.88,Drought," 796,190.12 ",1773780
fd1deb10-9210-4d49-9f25-9ed13321cd3a,2/20/2020,India,-1.82,373.77,Heatwave," 9,640,872.50 ",1643895
adfa2496-4b5a-44ab-b506-af51695a9598,11/8/2021,Canada,-1.54,388.41,None," 3,342,514.49 ",4070964
dba68b5b-7416-47c2-98d3-bcbc0f92f41f,5/4/2004,Canada,-0.46,395.56,Drought," 2,044,102.08 ",4253641
1e01dc93-4f61-45e5-abc5-d2873e4c936f,9/18/2022,Russia,-0.32,366.24,Heatwave," 2,957,568.35 ",1714464
fdc926a2-9c41-4ea5-b3f2-c771d9a7644d,10/6/2020,Russia,-0.48,411.02,Heatwave," 742,844.97 ",4723861
ad694b23-28cc-4289-8c15-df73511c4f01,11/1/2017,France,-0.62,360.76,Drought," 4,990,804.05 ",2044665
17c0e9d2-028c-4e87-a8cf-1e63dbea13a5,11/17/2002,Russia,0.33,369.69,Tornado," 5,795,057.79 ",4898168
0de68f22-bc7f-4abd-95e1-c9c8faeb2349,8/5/2020,Japan,1.02,403.97,Tornado," 2,198,251.55 ",4016729
5bcd6a3e-e77c-4566-8c02-c28b9c6fbf23,3/8/2022,USA,0.33,373.78,Wildfire," 6,463,685.92 ",2771700
f58d829d-fa50-47c6-b8d6-e54f27229491,10/18/2023,Australia,-0.89,407.66,Wildfire," 5,775,982.62 ",975853
df28d665-b449-4361-a168-95cf588599a7,1/1/2006,Australia,-1.65,406.51,Heatwave," 7,347,358.73 ",3141575
03950722-9b65-4566-a585-bdee45023d67,1/4/2009,Japan,-1.83,394.57,Tornado," 9,342,989.37 ",4432266
491afedf-0988-4fdf-b61a-232e5327804b,2/1/2016,Canada,1.21,379.33,Hurricane," 818,186.69 ",3994955
4c00dea3-1869-4cfa-96e4-0b3b3f9639a6,10/12/2013,Japan,1.46,412,None," 1,743,126.60 ",683322
43cb200c-f62b-44b7-be49-d8ef57983a3c,9/1/2005,Canada,0.04,402.91,Heatwave," 5,425,749.24 ",664561
ff7b1ab5-fddc-4bd5-a290-f7ed3d209adf,3/15/2015,Germany,-0.62,363,Wildfire," 1,701,772.86 ",3362356
760b2840-f720-4846-b74d-5be778aacc99,11/30/2021,Brazil,1.74,409.15,Wildfire," 8,749,406.35 ",3081257
1d94eb7b-0a8a-4473-9c8c-5e147c91bf04,4/20/2021,USA,-0.15,355.5,Heatwave," 2,223,103.07 ",1854496
4440ad52-a1d7-4f6a-bc0a-35b81a8ed988,2/1/2007,Canada,0.02,404.56,Hurricane," 9,591,880.95 ",1565813
447964ab-d125-4013-82a1-a37fd0a0e17d,2/10/2011,China,-0.62,354.53,Flood," 8,480,875.98 ",4223698
29b6a2a6-f725-422e-aee5-f96646dbd6d6,7/5/2004,USA,0.95,414.64,Heatwave," 1,181,393.29 ",3068857
24bf91f2-add3-4910-8c0f-2afadc372012,8/3/2019,Japan,1.82,403.47,Flood," 8,475,851.94 ",3341318
d8af67d0-802c-4b9e-a96c-a414b6b27a00,3/12/2013,India,-1.48,389.16,Hurricane," 1,039,919.13 ",3201887
ceb608a7-882c-4018-a1c6-d3dcc73aace2,3/7/2017,India,-1.47,397.05,Heatwave," 4,421,741.54 ",579084
5ce2c672-503d-4109-8ea7-b7ebecb50f61,2/10/2000,China,-0.66,384.02,Drought," 8,959,648.50 ",1950366
f1190b15-4a47-4bf7-a9d7-442763b6bdea,6/23/2005,Germany,-1.9,385.43,Heatwave," 7,332,385.87 ",192762
13e8bd43-1b67-4722-a69c-4711eca40f2f,9/23/2012,Brazil,1.37,374.73,Heatwave," 9,571,612.79 ",3646724
05f0371a-d64c-4d11-b506-b833ca8d8fd5,1/22/2011,France,0.91,388.68,None," 7,806,487.26 ",2595899
